Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Day-of-Week,Day-Ahead-LMP-price
7/21/2021,8:51:00 AM,73 °F,60 °F,64 %,W,5 mph,0 mph,29.70 in,0.0 in,Mostly Cloudy,4,35.43
7/21/2021,9:51:00 AM,75 °F,62 °F,64 %,NW,6 mph,0 mph,29.70 in,0.0 in,Mostly Cloudy,4,36.6
7/21/2021,10:51:00 AM,77 °F,62 °F,60 %,WNW,8 mph,0 mph,29.70 in,0.0 in,Mostly Cloudy,4,41.02
7/21/2021,11:51:00 AM,78 °F,61 °F,56 %,VAR,6 mph,0 mph,29.70 in,0.0 in,Partly Cloudy,4,42.01
7/21/2021,12:51:00 PM,79 °F,62 °F,56 %,N,7 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy,4,44.57
7/21/2021,1:51:00 PM,80 °F,62 °F,54 %,NNW,7 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy,4,45.85
7/21/2021,2:51:00 PM,81 °F,61 °F,50 %,NW,8 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy,4,43.81
7/21/2021,3:51:00 PM,80 °F,61 °F,52 %,NW,8 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy,4,44.8
7/21/2021,4:51:00 PM,81 °F,60 °F,49 %,NW,13 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,4,49.8
7/21/2021,5:51:00 PM,81 °F,60 °F,49 %,W,10 mph,0 mph,29.67 in,0.0 in,Fair,4,45.29
7/21/2021,6:51:00 PM,79 °F,60 °F,52 %,NW,9 mph,0 mph,29.67 in,0.0 in,Partly Cloudy,4,39.84
7/21/2021,7:51:00 PM,75 °F,60 °F,60 %,NNW,8 mph,0 mph,29.70 in,0.0 in,Partly Cloudy,4,37.55
7/21/2021,8:51:00 PM,73 °F,59 °F,61 %,NNW,8 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,4,35.38
7/21/2021,9:51:00 PM,70 °F,59 °F,68 %,NNW,6 mph,0 mph,29.75 in,0.0 in,Partly Cloudy,4,34.51
7/21/2021,10:51:00 PM,68 °F,59 °F,73 %,NNW,7 mph,0 mph,29.76 in,0.0 in,Fair,4,30.81
7/21/2021,11:51:00 PM,66 °F,58 °F,75 %,NW,5 mph,0 mph,29.76 in,0.0 in,Fair,4,29.42
7/22/2021,12:51:00 AM,65 °F,57 °F,75 %,NNW,8 mph,0 mph,29.77 in,0.0 in,Fair,5,31.62
7/22/2021,1:51:00 AM,63 °F,56 °F,78 %,NW,6 mph,0 mph,29.77 in,0.0 in,Fair,5,28.54
7/22/2021,2:51:00 AM,61 °F,55 °F,81 %,WNW,5 mph,0 mph,29.78 in,0.0 in,Fair,5,27.59
7/22/2021,3:51:00 AM,63 °F,54 °F,72 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Fair,5,25.31
7/22/2021,4:51:00 AM,60 °F,55 °F,83 %,N,3 mph,0 mph,29.79 in,0.0 in,Fair,5,25.57
7/22/2021,5:51:00 AM,60 °F,55 °F,83 %,W,5 mph,0 mph,29.82 in,0.0 in,Fair,5,27.77
7/22/2021,6:51:00 AM,63 °F,56 °F,78 %,NNW,5 mph,0 mph,29.83 in,0.0 in,Fair,5,29.02
7/22/2021,7:51:00 AM,68 °F,57 °F,68 %,N,9 mph,0 mph,29.84 in,0.0 in,Fair,5,31.64
7/22/2021,8:51:00 AM,71 °F,57 °F,61 %,VAR,5 mph,0 mph,29.85 in,0.0 in,Fair,5,32.1
7/22/2021,9:51:00 AM,73 °F,57 °F,57 %,WNW,3 mph,0 mph,29.85 in,0.0 in,Fair,5,30.91
7/22/2021,10:51:00 AM,77 °F,58 °F,52 %,NNW,6 mph,0 mph,29.86 in,0.0 in,Fair,5,28.37
7/22/2021,11:51:00 AM,79 °F,58 °F,48 %,NE,6 mph,0 mph,29.85 in,0.0 in,Fair,5,29.07
7/22/2021,12:51:00 PM,81 °F,57 °F,44 %,SSW,6 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,5,30.95
7/22/2021,1:51:00 PM,83 °F,54 °F,37 %,NNW,7 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,5,32.55
7/22/2021,2:51:00 PM,82 °F,54 °F,38 %,NW,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,5,33.01
7/22/2021,3:51:00 PM,82 °F,54 °F,38 %,NW,9 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,5,37.18
7/22/2021,4:51:00 PM,80 °F,54 °F,40 %,WNW,12 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,5,41.37
7/22/2021,5:51:00 PM,79 °F,55 °F,44 %,WNW,9 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,5,46.41
7/22/2021,6:51:00 PM,75 °F,55 °F,50 %,WNW,7 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,5,45.63
7/22/2021,7:51:00 PM,73 °F,54 °F,51 %,W,7 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,5,39.63
7/22/2021,8:51:00 PM,71 °F,55 °F,57 %,W,6 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,5,38.05
7/22/2021,9:51:00 PM,70 °F,55 °F,59 %,WNW,7 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,5,34.47
7/22/2021,10:51:00 PM,70 °F,54 °F,57 %,WNW,8 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,5,31.09
7/22/2021,11:51:00 PM,69 °F,53 °F,57 %,WNW,7 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,5,29.66
7/23/2021,12:51:00 AM,67 °F,53 °F,61 %,NNW,3 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,6,34.73
7/23/2021,1:51:00 AM,67 °F,54 °F,63 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,6,32.88
7/23/2021,2:51:00 AM,65 °F,55 °F,70 %,E,3 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,6,29.34
7/23/2021,3:51:00 AM,64 °F,55 °F,72 %,N,3 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,6,28.28
7/23/2021,4:51:00 AM,62 °F,55 °F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,6,28.59
7/23/2021,5:51:00 AM,63 °F,54 °F,72 %,CALM,0 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,6,28.72
7/23/2021,6:51:00 AM,65 °F,57 °F,75 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,6,32.68
7/23/2021,7:51:00 AM,68 °F,56 °F,65 %,NNE,3 mph,0 mph,29.93 in,0.0 in,Fair,6,36.73
7/23/2021,8:51:00 AM,73 °F,57 °F,57 %,NW,3 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,6,36.47
7/23/2021,9:51:00 AM,76 °F,55 °F,48 %,NNE,8 mph,0 mph,29.93 in,0.0 in,Fair,6,37.11
7/23/2021,10:51:00 AM,77 °F,55 °F,46 %,VAR,5 mph,0 mph,29.93 in,0.0 in,Fair,6,36.35
7/23/2021,11:51:00 AM,80 °F,55 °F,42 %,VAR,6 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,6,37.74
7/23/2021,12:51:00 PM,78 °F,54 °F,43 %,VAR,6 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,6,36.4
7/23/2021,1:51:00 PM,82 °F,53 °F,37 %,N,5 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,6,36.66
7/23/2021,2:51:00 PM,82 °F,52 °F,35 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Partly Cloudy,6,38.42
7/23/2021,3:51:00 PM,79 °F,53 °F,40 %,W,8 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,6,41.84
7/23/2021,4:51:00 PM,77 °F,56 °F,48 %,N,9 mph,22 mph,29.87 in,0.0 in,Mostly Cloudy,6,43.95
7/23/2021,5:51:00 PM,74 °F,58 °F,57 %,E,6 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,6,47.47
7/23/2021,6:51:00 PM,75 °F,55 °F,50 %,CALM,0 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,6,46.36
7/23/2021,7:51:00 PM,73 °F,60 °F,64 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,6,40.44
7/23/2021,8:51:00 PM,69 °F,61 °F,75 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,6,38.49
7/23/2021,9:51:00 PM,67 °F,60 °F,79 %,W,3 mph,0 mph,29.92 in,0.0 in,Fair,6,38.65
7/23/2021,10:51:00 PM,64 °F,60 °F,87 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,6,34.58
7/23/2021,11:51:00 PM,65 °F,59 °F,81 %,N,6 mph,0 mph,29.92 in,0.0 in,Fair,6,33.96
7/24/2021,12:51:00 AM,63 °F,59 °F,87 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,7,33.29
7/24/2021,1:51:00 AM,62 °F,57 °F,84 %,CALM,0 mph,0 mph,29.91 in,0.0 in,Fair,7,31.7
7/24/2021,2:51:00 AM,60 °F,57 °F,90 %,NNE,5 mph,0 mph,29.91 in,0.0 in,Fair,7,30.89
7/24/2021,3:51:00 AM,60 °F,56 °F,86 %,CALM,0 mph,0 mph,29.91 in,0.0 in,Fair,7,30.09
7/24/2021,4:51:00 AM,59 °F,56 °F,90 %,N,3 mph,0 mph,29.92 in,0.0 in,Fair,7,29.3
7/24/2021,5:51:00 AM,58 °F,55 °F,90 %,N,5 mph,0 mph,29.92 in,0.0 in,Fair,7,29.27
7/24/2021,6:51:00 AM,62 °F,56 °F,80 %,N,3 mph,0 mph,29.93 in,0.0 in,Fair,7,28.18
7/24/2021,7:51:00 AM,65 °F,58 °F,78 %,NNW,5 mph,0 mph,29.94 in,0.0 in,Fair,7,29.32
7/24/2021,8:51:00 AM,70 °F,57 °F,63 %,NNW,6 mph,0 mph,29.95 in,0.0 in,Fair,7,30.55
7/24/2021,9:51:00 AM,73 °F,59 °F,61 %,N,6 mph,0 mph,29.93 in,0.0 in,Fair,7,33.51
7/24/2021,10:51:00 AM,77 °F,59 °F,54 %,VAR,3 mph,0 mph,29.93 in,0.0 in,Fair,7,29.27
7/24/2021,11:51:00 AM,79 °F,55 °F,44 %,N,7 mph,0 mph,29.94 in,0.0 in,Fair,7,29.27
7/24/2021,12:51:00 PM,81 °F,54 °F,39 %,VAR,5 mph,0 mph,29.92 in,0.0 in,Fair,7,29.62
7/24/2021,1:51:00 PM,82 °F,54 °F,38 %,NE,7 mph,0 mph,29.90 in,0.0 in,Fair,7,29.25
7/24/2021,2:51:00 PM,83 °F,53 °F,36 %,VAR,5 mph,0 mph,29.89 in,0.0 in,Fair,7,32.55
7/24/2021,3:51:00 PM,83 °F,52 °F,34 %,S,3 mph,0 mph,29.87 in,0.0 in,Fair,7,39.62
7/24/2021,4:51:00 PM,82 °F,52 °F,35 %,VAR,5 mph,0 mph,29.86 in,0.0 in,Fair,7,43.05
7/24/2021,5:51:00 PM,81 °F,53 °F,38 %,SSE,6 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,7,55.88
7/24/2021,6:51:00 PM,78 °F,59 °F,52 %,S,10 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,7,52.83
7/24/2021,7:51:00 PM,76 °F,56 °F,50 %,S,10 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,7,44.09
7/24/2021,8:51:00 PM,73 °F,60 °F,64 %,S,10 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,7,37.82
7/24/2021,9:51:00 PM,72 °F,61 °F,68 %,S,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,7,33.93
7/24/2021,10:51:00 PM,71 °F,61 °F,70 %,S,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,7,32.28
7/24/2021,11:51:00 PM,70 °F,60 °F,71 %,S,8 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,7,32
7/25/2021,12:51:00 AM,69 °F,61 °F,75 %,SSE,7 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,1,35.64
7/25/2021,1:51:00 AM,68 °F,61 °F,78 %,S,7 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,1,34.4
7/25/2021,2:51:00 AM,69 °F,63 °F,81 %,SSE,8 mph,0 mph,29.79 in,0.0 in,Cloudy,1,32.94
7/25/2021,3:51:00 AM,68 °F,64 °F,87 %,S,7 mph,0 mph,29.78 in,0.0 in,Cloudy,1,30.26
7/25/2021,4:51:00 AM,69 °F,64 °F,84 %,WSW,5 mph,0 mph,29.77 in,0.0 in,Light Rain,1,30.13
7/25/2021,5:51:00 AM,68 °F,65 °F,90 %,SSE,6 mph,0 mph,29.77 in,0.1 in,Light Rain,1,29.87
7/25/2021,6:51:00 AM,68 °F,65 °F,90 %,S,9 mph,0 mph,29.76 in,0.0 in,Light Rain,1,29.29
7/25/2021,7:51:00 AM,68 °F,64 °F,87 %,S,10 mph,0 mph,29.76 in,0.0 in,Light Rain,1,29.89
7/25/2021,8:51:00 AM,67 °F,63 °F,87 %,S,8 mph,0 mph,29.75 in,0.0 in,Cloudy,1,30.91
7/25/2021,9:51:00 AM,68 °F,63 °F,84 %,S,10 mph,0 mph,29.74 in,0.0 in,Cloudy,1,33.83
7/25/2021,10:51:00 AM,69 °F,62 °F,78 %,SSW,12 mph,0 mph,29.75 in,0.0 in,Cloudy,1,32.21
7/25/2021,11:51:00 AM,68 °F,64 °F,87 %,S,12 mph,0 mph,29.74 in,0.1 in,Cloudy,1,30.18
7/25/2021,12:51:00 PM,71 °F,65 °F,81 %,SSW,9 mph,0 mph,29.72 in,0.0 in,Cloudy,1,34.16
7/25/2021,1:51:00 PM,74 °F,67 °F,79 %,S,10 mph,0 mph,29.71 in,0.0 in,Cloudy,1,32.95
7/25/2021,2:51:00 PM,73 °F,67 °F,81 %,S,7 mph,0 mph,29.70 in,0.0 in,Cloudy,1,36.72
7/25/2021,3:51:00 PM,77 °F,68 °F,74 %,SSW,10 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,1,41.09
7/25/2021,4:51:00 PM,79 °F,69 °F,72 %,SSW,9 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy,1,48.08
7/25/2021,5:51:00 PM,80 °F,69 °F,69 %,SW,10 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,1,50.48
7/25/2021,6:51:00 PM,78 °F,69 °F,74 %,S,8 mph,0 mph,29.64 in,0.0 in,Partly Cloudy,1,50.35
7/25/2021,7:51:00 PM,77 °F,69 °F,76 %,SSE,7 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy,1,45.09
7/25/2021,8:51:00 PM,76 °F,69 °F,79 %,SSE,6 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy,1,49.69
7/25/2021,9:51:00 PM,75 °F,69 °F,82 %,SSE,7 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,1,41.87
7/25/2021,10:51:00 PM,75 °F,70 °F,84 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Cloudy,1,34.65
7/25/2021,11:51:00 PM,73 °F,69 °F,87 %,S,7 mph,0 mph,29.68 in,0.0 in,Fair,1,34.19
7/26/2021,12:51:00 AM,72 °F,69 °F,91 %,S,5 mph,0 mph,29.69 in,0.0 in,Fair,2,33.1
7/26/2021,1:51:00 AM,71 °F,68 °F,90 %,SSW,5 mph,0 mph,29.69 in,0.0 in,Fair,2,31.87
7/26/2021,2:51:00 AM,70 °F,68 °F,93 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Mist,2,30.37
7/26/2021,3:51:00 AM,68 °F,65 °F,90 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Mist,2,30.35
7/26/2021,4:51:00 AM,70 °F,66 °F,87 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Fog,2,29.5
7/26/2021,5:51:00 AM,70 °F,66 °F,87 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Fog,2,31.71
7/26/2021,6:51:00 AM,71 °F,66 °F,84 %,CALM,0 mph,0 mph,29.70 in,0.0 in,Fog,2,34.84
7/26/2021,7:51:00 AM,72 °F,67 °F,84 %,CALM,0 mph,0 mph,29.70 in,0.0 in,Fog,2,36.15
7/26/2021,8:51:00 AM,74 °F,68 °F,82 %,CALM,0 mph,0 mph,29.70 in,0.0 in,Fog,2,35.05
7/26/2021,9:51:00 AM,80 °F,69 °F,69 %,VAR,3 mph,0 mph,29.70 in,0.0 in,Partly Cloudy,2,38.06
7/26/2021,10:51:00 AM,80 °F,70 °F,71 %,CALM,0 mph,0 mph,29.70 in,0.0 in,Mostly Cloudy,2,40.88
7/26/2021,11:51:00 AM,86 °F,66 °F,51 %,VAR,3 mph,0 mph,29.69 in,0.0 in,Partly Cloudy,2,45.84
7/26/2021,12:51:00 PM,87 °F,61 °F,41 %,WNW,8 mph,0 mph,29.69 in,0.0 in,Partly Cloudy,2,52.03
7/26/2021,1:51:00 PM,87 °F,60 °F,40 %,N,9 mph,0 mph,29.69 in,0.0 in,Haze,2,52.67
7/26/2021,2:51:00 PM,87 °F,60 °F,40 %,NNW,8 mph,0 mph,29.69 in,0.0 in,Haze,2,55.71
7/26/2021,3:51:00 PM,88 °F,60 °F,39 %,WNW,8 mph,0 mph,29.68 in,0.0 in,Haze,2,71.76
7/26/2021,4:51:00 PM,88 °F,59 °F,37 %,NNW,9 mph,0 mph,29.68 in,0.0 in,Haze,2,86.37
7/26/2021,5:51:00 PM,86 °F,59 °F,40 %,WNW,7 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,2,86.24
7/26/2021,6:51:00 PM,84 °F,61 °F,46 %,W,7 mph,0 mph,29.67 in,0.0 in,Haze,2,79.23
7/26/2021,7:51:00 PM,81 °F,62 °F,52 %,W,3 mph,0 mph,29.68 in,0.0 in,Haze,2,55.51
7/26/2021,8:51:00 PM,76 °F,65 °F,69 %,W,7 mph,0 mph,29.70 in,0.0 in,Partly Cloudy,2,52.13
7/26/2021,9:51:00 PM,74 °F,64 °F,71 %,W,8 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,2,44.47
7/26/2021,10:51:00 PM,71 °F,64 °F,78 %,W,3 mph,0 mph,29.72 in,0.0 in,Haze,2,40.84
7/26/2021,11:51:00 PM,72 °F,61 °F,68 %,WSW,3 mph,0 mph,29.73 in,0.0 in,Fair,2,37.53
7/27/2021,12:51:00 AM,68 °F,61 °F,78 %,CALM,0 mph,0 mph,29.74 in,0.0 in,Fair,3,40.26
7/27/2021,1:51:00 AM,68 °F,61 °F,78 %,WSW,6 mph,0 mph,29.73 in,0.0 in,Fair,3,37.37
7/27/2021,2:51:00 AM,67 °F,60 °F,79 %,CALM,0 mph,0 mph,29.73 in,0.0 in,Fair,3,37.14
7/27/2021,3:51:00 AM,65 °F,60 °F,84 %,WSW,3 mph,0 mph,29.73 in,0.0 in,Fair,3,34.14
7/27/2021,4:51:00 AM,64 °F,59 °F,84 %,W,7 mph,0 mph,29.73 in,0.0 in,Fair,3,33.75
7/27/2021,5:51:00 AM,65 °F,59 °F,81 %,W,8 mph,0 mph,29.75 in,0.0 in,Fair,3,37.55
7/27/2021,6:51:00 AM,66 °F,60 °F,81 %,CALM,0 mph,0 mph,29.76 in,0.0 in,Fair,3,39.45
7/27/2021,7:51:00 AM,71 °F,61 °F,70 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Fair,3,44.6
7/27/2021,8:51:00 AM,75 °F,62 °F,64 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Fair,3,37.78
7/27/2021,9:51:00 AM,80 °F,62 °F,54 %,WSW,3 mph,0 mph,29.76 in,0.0 in,Fair,3,42.87
7/27/2021,10:51:00 AM,83 °F,62 °F,49 %,SSW,6 mph,0 mph,29.76 in,0.0 in,Fair,3,40.32
7/27/2021,11:51:00 AM,88 °F,63 °F,43 %,W,8 mph,0 mph,29.76 in,0.0 in,Partly Cloudy,3,45.68
7/27/2021,12:51:00 PM,87 °F,63 °F,44 %,SSW,9 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,3,49.78
7/27/2021,1:51:00 PM,87 °F,61 °F,41 %,S,8 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,3,52.46
7/27/2021,2:51:00 PM,90 °F,62 °F,39 %,SSW,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,3,54.68
7/27/2021,3:51:00 PM,90 °F,60 °F,37 %,SW,15 mph,21 mph,29.69 in,0.0 in,Partly Cloudy,3,57.81
7/27/2021,4:51:00 PM,89 °F,58 °F,35 %,SW,13 mph,0 mph,29.68 in,0.0 in,Fair,3,65.33
7/27/2021,5:51:00 PM,88 °F,62 °F,42 %,SW,9 mph,0 mph,29.69 in,0.0 in,Fair,3,79.29
7/27/2021,6:51:00 PM,72 °F,60 °F,66 %,N,18 mph,32 mph,29.76 in,0.0 in,Cloudy,3,60.85
7/27/2021,7:51:00 PM,67 °F,64 °F,90 %,NNE,5 mph,0 mph,29.75 in,0.1 in,Light Rain,3,50.53
7/27/2021,8:51:00 PM,68 °F,64 °F,87 %,SE,5 mph,0 mph,29.75 in,0.0 in,Cloudy,3,50.13
7/27/2021,9:51:00 PM,67 °F,64 °F,90 %,SW,7 mph,0 mph,29.77 in,0.0 in,Cloudy,3,43.57
7/27/2021,10:51:00 PM,67 °F,64 °F,90 %,WSW,6 mph,0 mph,29.75 in,0.0 in,Cloudy,3,40.69
7/27/2021,11:51:00 PM,68 °F,65 °F,90 %,CALM,0 mph,0 mph,29.74 in,0.0 in,Light Rain,3,40.63
7/28/2021,12:51:00 AM,67 °F,64 °F,90 %,NE,3 mph,0 mph,29.73 in,0.0 in,Cloudy,4,34.84
7/28/2021,1:51:00 AM,67 °F,64 °F,90 %,CALM,0 mph,0 mph,29.74 in,0.0 in,Cloudy,4,33.4
7/28/2021,2:51:00 AM,68 °F,64 °F,87 %,WSW,5 mph,0 mph,29.76 in,0.0 in,Cloudy,4,30.9
7/28/2021,3:51:00 AM,67 °F,65 °F,93 %,N,3 mph,0 mph,29.76 in,0.0 in,Cloudy,4,29.68
7/28/2021,4:51:00 AM,67 °F,64 °F,90 %,NNW,6 mph,0 mph,29.76 in,0.0 in,Mostly Cloudy,4,29.77
7/28/2021,5:51:00 AM,66 °F,62 °F,87 %,N,9 mph,0 mph,29.77 in,0.0 in,Cloudy,4,31.59
7/28/2021,6:51:00 AM,65 °F,61 °F,87 %,N,6 mph,0 mph,29.79 in,0.0 in,Cloudy,4,33.36
7/28/2021,7:51:00 AM,67 °F,62 °F,84 %,N,6 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy,4,38.45
7/28/2021,8:51:00 AM,71 °F,62 °F,73 %,N,9 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,4,39.32
7/28/2021,9:51:00 AM,72 °F,60 °F,66 %,N,8 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,4,44.39
7/28/2021,10:51:00 AM,75 °F,59 °F,57 %,N,9 mph,0 mph,29.82 in,0.0 in,Fair,4,35.96
7/28/2021,11:51:00 AM,76 °F,60 °F,58 %,NNE,10 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,4,36.68
7/28/2021,12:51:00 PM,78 °F,58 °F,50 %,N,14 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,4,35.47
7/28/2021,1:51:00 PM,79 °F,56 °F,45 %,N,9 mph,0 mph,29.80 in,0.0 in,Fair,4,36.38
7/28/2021,2:51:00 PM,79 °F,57 °F,47 %,N,7 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,4,38.79
7/28/2021,3:51:00 PM,81 °F,57 °F,44 %,NNE,12 mph,0 mph,29.79 in,0.0 in,Mostly Cloudy,4,42.21
7/28/2021,4:51:00 PM,78 °F,57 °F,48 %,N,6 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy,4,42.49
7/28/2021,5:51:00 PM,80 °F,56 °F,43 %,VAR,3 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy,4,48.58
7/28/2021,6:51:00 PM,78 °F,56 °F,46 %,NNW,5 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,4,42.37
7/28/2021,7:51:00 PM,74 °F,59 °F,59 %,NNW,3 mph,0 mph,29.81 in,0.0 in,Fair,4,36.43
7/28/2021,8:51:00 PM,70 °F,60 °F,71 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Fair,4,36.33
7/28/2021,9:51:00 PM,69 °F,60 °F,73 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,4,34.76
7/28/2021,10:51:00 PM,66 °F,60 °F,81 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fair,4,30.79
7/28/2021,11:51:00 PM,67 °F,62 °F,84 %,S,6 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,4,30.64
7/29/2021,12:51:00 AM,68 °F,64 °F,87 %,S,7 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,5,33.46
7/29/2021,1:51:00 AM,68 °F,64 °F,87 %,S,7 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,5,29.98
7/29/2021,2:51:00 AM,67 °F,63 °F,87 %,S,7 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,5,29.47
7/29/2021,3:51:00 AM,67 °F,63 °F,87 %,SSE,6 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,5,27.87
7/29/2021,4:51:00 AM,66 °F,63 °F,90 %,S,8 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,5,27.4
7/29/2021,5:51:00 AM,66 °F,63 °F,90 %,S,6 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,5,30.03
7/29/2021,6:51:00 AM,67 °F,63 °F,87 %,S,5 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,5,32.93
7/29/2021,7:51:00 AM,69 °F,64 °F,84 %,SSE,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,5,33.02
7/29/2021,8:51:00 AM,73 °F,64 °F,73 %,S,9 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,5,33.95
7/29/2021,9:51:00 AM,76 °F,65 °F,69 %,SSW,13 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy,5,34.35
7/29/2021,10:51:00 AM,76 °F,63 °F,64 %,S,13 mph,22 mph,29.80 in,0.0 in,Mostly Cloudy,5,33.57
7/29/2021,11:51:00 AM,74 °F,64 °F,71 %,S,9 mph,0 mph,29.78 in,0.0 in,Light Rain,5,33.86
7/29/2021,12:51:00 PM,72 °F,66 °F,81 %,SSE,9 mph,0 mph,29.77 in,0.0 in,Cloudy,5,33.93
7/29/2021,1:51:00 PM,72 °F,66 °F,81 %,SSE,8 mph,0 mph,29.74 in,0.0 in,Cloudy,5,35.06
7/29/2021,2:51:00 PM,73 °F,64 °F,73 %,S,15 mph,22 mph,29.70 in,0.0 in,Cloudy,5,39.76
7/29/2021,3:51:00 PM,74 °F,63 °F,68 %,S,14 mph,0 mph,29.68 in,0.0 in,Cloudy,5,40.25
7/29/2021,4:51:00 PM,71 °F,65 °F,81 %,S,14 mph,0 mph,29.65 in,0.0 in,Rain,5,41.39
7/29/2021,5:51:00 PM,71 °F,66 °F,84 %,S,15 mph,0 mph,29.61 in,0.1 in,Light Rain,5,43.61
7/29/2021,6:51:00 PM,71 °F,65 °F,81 %,S,15 mph,0 mph,29.59 in,0.0 in,Cloudy,5,40.43
7/29/2021,7:51:00 PM,72 °F,66 °F,81 %,S,15 mph,23 mph,29.56 in,0.0 in,Cloudy,5,39.18
